Date,CumulativeEqs,DisposalVolume,CumDisposalVolume,ProducedGas,CumProducedGas,ProducedOil,Cum_ProducedOil,ProducedWater,CumProducedWater,WellCount,DomesticFlightsDFW,InternationalFlightsDFW,TotalFlightsDFW,Precipitation,Evaporation,NetEvaporation,GroundwaterLvlDiff,ReservoirStorage,ConservationStorage,PercentFull
Jul-10,24,816868508,4.01E+10,8.86E+09,8857672846,191109,26998173,21977628,1335606503,15533,564,144,708,3.6825,6.67,2.9875,25.12,3742675.65,3672029.52,95.35
Aug-10,24,835661257,4.10E+10,9.02E+09,9016672846,196453,27194626,21146247,1356752750,15626,570,139,709,1.11,7.78,6.67,28.91,3576272.13,3505851.13,91.02
Sep-10,24,854249294,4.19E+10,9.18E+09,9175672846,184626,27379252,20654733,1377407483,15772,585,128,713,8.15,5.3575,-2.7925,31.32,3629756.8,3523203.17,91.49
Oct-10,24,870871933,4.29E+10,9.34E+09,9339672846,208569,27587821,24811940,1402219423,15868,556,128,684,1.665,5.0625,3.3975,32.15,3577048.1,3505847.58,91.04
Nov-10,26,888892203,4.38E+10,9.50E+09,9499672846,202905,27790726,28743526,1430962949,15898,581,135,716,1.97,3.385,1.415,32.71,3549060.5,3478639.5,90.33
Dec-10,26,907049264,4.48E+10,9.67E+09,9665672846,210972,28001698,35065477,1466028426,16057,622,141,763,1.9225,3.225,1.3025,31.88,3489733.52,3419312.52,88.78
Jan-11,26,924945011,4.58E+10,9.83E+09,9829672846,199987,28201685,33880224,1499908650,16074,575,136,711,1.3625,1.9925,0.63,29.23,3511952.71,3441531.71,89.36
Feb-11,26,940493885,4.68E+10,9.97E+09,9969672846,176065,28377750,23877440,1523786090,16028,617,149,766,1.2975,2.365,1.0675,27.05,3527027.57,3456606.57,89.75
Mar-11,26,960259680,4.78E+10,1.01E+10,10138672846,246378,28624128,32153730,1555939820,16219,566,134,700,0.2025,4.5925,4.39,25.57,3511798.13,3441377.13,89.36
Apr-11,26,980651537,4.88E+10,1.03E+10,10303672846,197649,28821777,31105153,1587044973,16345,569,147,716,2.7775,6.2875,3.51,28.77,3472171.4,3401750.4,88.32
May-11,26,1001480178,4.99E+10,1.05E+10,10475672846,203464,29025241,31193591,1618238564,16452,607,142,749,4.8125,5.5875,0.775,26.58,3595675.19,3523141.42,91.48
Jun-11,28,1020820259,5.10E+10,1.06E+10,10639672846,185698,29210939,28513757,1646752321,16554,590,154,744,1.48,8.2075,6.7275,32.64,3580322.8,3509777.67,91.13
Jul-11,29,1040555852,5.21E+10,1.08E+10,10807672846,192335,29403274,27375351,1674127672,16594,575,153,728,0.0525,9.1725,9.12,54.27,3407504.9,3337083.9,86.65
Aug-11,31,1060317099,5.32E+10,1.10E+10,10976672846,195742,29599016,25197506,1699325178,16715,603,155,758,0.665,9.995,9.33,38.02,3188976.68,3118555.68,80.96
Sep-11,32,1079519274,5.43E+10,1.11E+10,11144672846,178039,29777055,25547878,1724873056,16805,605,147,752,1.09,7.5525,6.4625,44.77,2989250.23,2918829.23,75.79
Oct-11,32,1101738114,5.55E+10,1.13E+10,11318672846,196427,29973482,28217233,1753090289,16927,576,148,724,3.975,5.4775,1.5025,43.27,2875656.9,2805235.9,72.83
Nov-11,32,1121510523,5.67E+10,1.15E+10,11490672846,204749,30178231,29239970,1782330259,16962,626,148,774,2.27,3.7975,1.5275,41.57,2813074.23,2742653.23,71.21
Dec-11,33,1141417467,5.79E+10,1.17E+10,11664672846,221745,30399976,28511487,1810841746,16951,669,146,815,4.05,2.4875,-1.5625,40.65,2875342.13,2804921.13,72.84
Jan-12,34,1161692876,5.91E+10,1.18E+10,11835672846,214359,30614335,27390925,1838232671,17050,596,142,738,5.6,2.6325,-2.9675,57.22,3030593.26,2955852.87,76.75
Feb-12,34,1180649907,6.03E+10,1.20E+10,11993672846,205558,30819893,25904514,1864137185,17024,566,150,716,2.25,2.6375,0.3875,32.17,3436507.79,3357249.17,87.18
Mar-12,34,1201173699,6.16E+10,1.22E+10,12167672846,216863,31036756,28006027,1892143212,17092,552,142,694,5.6825,3.6425,-2.04,29.44,3670169.13,3544140.97,92.03
Apr-12,34,1220046498,6.29E+10,1.23E+10,12333672846,194713,31231469,28799545,1920942757,17160,548,150,698,1.825,4.3475,2.5225,27.84,3902804.97,3783099.4,98.23
May-12,34,1239323928,6.42E+10,1.25E+10,12505672846,223935,31455404,29361990,1950304747,17134,562,151,713,2.8225,5.8975,3.075,27.17,3816987.77,3744614.1,97.24
Jun-12,41,1257177132,6.55E+10,1.27E+10,12670672846,184409,31639813,27810021,1978114768,17197,574,168,742,3.0975,6.57,3.4725,28.89,3784393.87,3713613.43,96.42
Jul-12,47,1275888814,6.68E+10,1.28E+10,12844672846,194899,31834712,26345755,2004460523,17277,579,158,737,1.415,7.955,6.54,34.45,3639869.39,3569448.39,92.68
Aug-12,47,1294369449,6.82E+10,1.30E+10,13016672846,175000,32009712,23584310,2028044833,17273,579,161,740,3.265,8.075,4.81,37.25,3474879.9,3404458.9,88.4
Sep-12,49,1311608510,6.95E+10,1.32E+10,13182672846,187087,32196799,22528818,2050573651,17250,608,139,747,2.7125,6.35,3.6375,42.37,3344875.9,3274454.9,85.02
Oct-12,51,1329395984,7.09E+10,1.34E+10,13351672846,189495,32386294,22820501,2073394152,17300,587,132,719,1.275,4.35,3.075,41.1,3252606.81,3182185.81,82.63
Nov-12,52,1345538883,7.23E+10,1.35E+10,13503672846,193477,32579771,22389782,2095783934,17207,590,148,738,0.16,4.075,3.915,39.34,3158724.5,3088303.5,80.19
Dec-12,53,1361802650,7.38E+10,1.37E+10,13662672846,192586,32772357,22885441,2118669375,17311,633,140,773,1.7925,2.755,0.9625,37.15,3086690.23,3016269.23,78.31
Jan-13,54,1379158208,7.52E+10,1.38E+10,13824672846,200005,32972362,22272924,2140942299,17342,605,155,760,3.4425,2.7175,-0.725,36.03,3138654.19,3068233.19,79.67
Feb-13,57,1394804209,7.66E+10,1.40E+10,13970672846,199110,33171472,21463121,2162405420,17318,608,140,748,1.83,3.1,1.27,33.81,3156038,3085617,80.13
Mar-13,60,1412240379,7.81E+10,1.41E+10,14131672846,213385,33384857,24321065,2186726485,17383,607,150,757,2.3025,4.6625,2.36,30.52,3136186.23,3065765.23,79.6
Apr-13,61,1429024090,7.96E+10,1.43E+10,14285672846,206644,33591501,22064761,2208791246,17422,639,159,798,2.91,4.9375,2.0275,27.83,3160557.53,3090136.53,80.24
May-13,61,1446097118,8.11E+10,1.44E+10,14444672846,216886,33808387,20560746,2229351992,17390,648,164,812,4.22,4.9375,0.7175,26.39,3133173.16,3062752.16,79.53
Jun-13,61,1462332768,8.26E+10,1.46E+10,14597672846,189773,33998160,20198437,2249550429,17467,657,181,838,2.7825,7.21,4.4275,26.22,3154526.4,3084105.4,80.08
Jul-13,61,1479652533,8.42E+10,1.48E+10,14755672846,200164,34198324,21710697,2271261126,17446,639,171,810,3.1,7.395,4.295,25.76,3039669.68,2969248.68,77.09
Aug-13,61,1496097663,8.57E+10,1.49E+10,14913672846,190223,34388547,20305898,2291567024,17455,687,180,867,0.735,8.375,7.64,27.39,2901360.16,2830939.16,73.51
Sep-13,61,1511962276,8.73E+10,1.51E+10,15065672846,208157,34596704,19478878,2311045902,17467,649,150,799,3.2,6.5175,3.3175,31.82,2760723.67,2690302.67,69.86
Oct-13,62,1528183820,8.89E+10,1.52E+10,15222672846,211709,34808413,20677641,2331723543,17523,624,155,779,4.335,3.7675,-0.5675,33.38,2698797.03,2628376.03,68.25
Nov-13,83,1543519682,9.05E+10,1.54E+10,15372672846,202280,35010693,20624085,2352347628,17468,658,167,825,2.615,3.065,0.45,31.56,2689938.27,2619517.27,68.01
Dec-13,91,1557772360,9.21E+10,1.55E+10,15516672846,210135,35220828,19190718,2371538346,17359,696,169,865,2.7825,1.8725,-0.91,29.9,2709561.36,2639140.36,68.52
Jan-14,94,1572687044,9.37E+10,1.57E+10,15663672846,239506,35460334,20970103,2392508449,17395,649,166,815,0.4225,2.1875,1.765,28.32,2744336.07,2673915.07,69.43
Feb-14,95,1585828256,9.54E+10,1.58E+10,15794672846,191944,35652278,17602129,2410110578,17288,623,161,784,0.69,2.54,1.85,26.81,2717033.43,2646612.43,68.72
Mar-14,95,1601361124,9.70E+10,1.59E+10,15941672846,219550,35871828,19692659,2429803237,17392,621,166,787,1.435,3.3225,1.8875,23.91,2691668.94,2621247.94,68.07
Apr-14,96,1616497347,9.87E+10,1.61E+10,16084672846,202628,36074456,21177215,2450980452,17414,607,169,776,2.44,5.975,3.535,21.14,2705300.5,2634879.5,68.42
May-14,96,1632093348,1.00E+11,1.62E+10,16230672846,222059,36296515,23572748,2474553200,17445,670,194,864,3.97,5.8275,1.8575,20.52,2750687.65,2680266.65,69.59
Jun-14,96,1647124520,1.02E+11,1.64E+10,16370672846,202268,36498783,23152583,2497705783,17432,652,210,862,4.785,6.4475,1.6625,19.05,2732900.3,2662479.3,69.12
Jul-14,97,1661999373,1.04E+11,1.65E+10,16512672846,196795,36695578,23303518,2521009301,17377,643,199,842,3.9925,6.955,2.9625,19.61,2706845.48,2636424.48,68.45
Aug-14,97,1676680283,1.06E+11,1.67E+10,16653672846,185323,36880901,19485692,2540494993,17405,669,193,862,1.6575,7.5725,5.915,21.19,2782334.26,2711913.26,70.42
Sep-14,100,1690661334,1.07E+11,1.68E+10,16788672846,197284,37078185,18837801,2559332794,17457,672,171,843,1.2775,5.845,4.5675,25.58,2666120.8,2595699.8,67.4
Oct-14,102,1704831623,1.09E+11,1.69E+10,16927672846,184891,37263076,20073102,2579405896,17454,651,164,815,3.1825,5.3175,2.135,27.79,2593433.19,2523012.19,65.52
Nov-14,110,1718818142,1.11E+11,1.71E+10,17060672846,189515,37452591,22054491,2601460387,17415,691,181,872,2.4275,3.5875,1.16,27.77,2529147.13,2458726.13,63.85
Dec-14,118,1736224956,1.13E+11,1.72E+10,17198672846,200176,37652767,23976360,2625436747,17420,760,181,941,1.465,2.1075,0.6425,25.97,2492674.07,2422253.07,62.9
Jan-15,144,1749694694,1.14E+11,1.73E+10,17333672846,195104,37847871,20910258,2646347005,17364,726,186,912,3.3,2.47,-0.83,21.52,2534349.26,2463928.26,63.97
Feb-15,145,1761570538,1.16E+11,1.75E+10,17453672846,157073,38004944,20961413,2667308418,17290,681,182,863,2.8775,2.745,-0.1325,18.39,2585087.43,2514666.43,65.29
Mar-15,150,1775202194,1.18E+11,1.76E+10,17584672846,184432,38189376,24003133,2691311551,17242,717,197,914,3.7675,3.1175,-0.65,16.32,2950826.1,2880405.1,74.79
Apr-15,155,1787952948,1.20E+11,1.77E+10,17711672846,166557,38355933,22833083,2714144634,17144,695,198,893,7.0775,5.16,-1.9175,14.33,3318191.07,3233938.23,83.97
May-15,163,1801427610,1.22E+11,1.78E+10,17840672846,155305,38511238,23392837,2737537471,17010,718,205,923,15.7825,5.17,-10.6125,12.52,4464314.16,3745525.45,97.25
Jun-15,167,1813936792,1.24E+11,1.80E+10,17962672846,139957,38651195,23028671,2760566142,16994,725,204,929,5.6125,7.1975,1.585,11.59,5157297.53,3851272,100
Jul-15,170,1825921212,1.26E+11,1.81E+10,18087672846,139092,38790287,23636124,2784202266,16860,714,215,929,1.33,7.9675,6.6375,12.86,4722500.52,3848595.48,99.94
Aug-15,174,1837203334,1.27E+11,1.82E+10,18211672846,134790,38925077,22888506,2807090772,16852,699,216,915,0.85,8.015,7.165,22.36,4135039.87,3766407.87,98.13
Sep-15,180,1847541909,1.29E+11,1.83E+10,18330672846,122029,39047106,20900256,2827991028,16823,695,185,880,1.1075,6.5975,5.49,34.29,3777091.6,3669287.9,95.59
Oct-15,190,1858560798,1.31E+11,1.85E+10,18451672846,123987,39171093,19889406,2847880434,16834,693,172,865,9.9475,5.87,-4.0775,34.33,3686358.23,3607842,93.98
Nov-15,193,1869508822,1.33E+11,1.86E+10,18568672846,126028,39297121,18658705,2866539139,16731,682,176,858,9.5475,3.6375,-5.91,33.43,4041039.33,3802115.6,99.05
Dec-15,200,1880575016,1.35E+11,1.87E+10,18687672846,134159,39431280,18697919,2885237058,16611,768,190,958,5.1375,3.1225,-2.015,31.46,4706770.39,3834510.23,99.89
Jan-16,201,1891598599,1.37E+11,1.88E+10,18804672846,137128,39568408,19117649,2904354707,16624,689,187,876,0.855,2.21,1.355,28.46,4596524.84,3828012.58,99.72
Feb-16,202,1901950508,1.39E+11,1.89E+10,18914672846,131525,39699933,16814984,2921169691,16469,617,187,804,1.9325,3.4025,1.47,26.32,4147190.07,3824907.17,99.63
Mar-16,202,1912440172,1.41E+11,1.90E+10,19030672846,132033,39831966,18282564,2939452255,16428,650,186,836,4.445,4.1,-0.345,25.47,4186039.52,3835403.65,99.92
Apr-16,202,1922525675,1.43E+11,1.91E+10,19141672846,107094,39939060,17103613,2956555868,16452,675,195,870,6.6075,4.425,-2.1825,21.99,4121342.37,3834033.57,99.88
May-16,202,1933541508,1.45E+11,1.93E+10,19256672846,117030,40056090,16217358,2972773226,16408,678,193,871,5.335,4.2575,-1.0775,19.08,4127242.26,3835506.71,99.92
Jun-16,202,1944336081,1.47E+11,1.94E+10,19364672846,104648,40160738,15572866,2988346092,16447,713,198,911,4.6525,6.3275,1.675,17.72,4412655.17,3837096.13,99.96
Jul-16,202,1955208403,1.49E+11,1.95E+10,19475672846,93910,40254648,16056017,3004402109,16400,683,197,880,2.095,8.405,6.31,19.76,4006041.9,3805996.9,99.14
Aug-16,202,1966064036,1.51E+11,1.96E+10,19584672846,94415,40349063,16119077,3020521186,16381,730,197,927,4.1525,4.7275,0.575,22.86,3792153.42,3713079.1,96.72
Sep-16,204,1976233136,1.53E+11,1.97E+10,19688672846,86624,40435687,17543832,3038065018,16378,700,176,876,2.475,5.03,2.555,23.43,3732224.9,3659237.87,95.33
Oct-16,204,1986465534,1.55E+11,1.98E+10,19795672846,94480,40530167,19626300,3057691318,16348,698,178,876,1.8125,4.78,2.9675,23.2,3667534.32,3593539.39,93.61
Nov-16,204,1996516350,1.57E+11,1.99E+10,19897672846,99028,40629195,18087862,3075779180,16330,743,188,931,3.27,3.4775,0.2075,22.82,3673933.33,3593625.13,93.61
Dec-16,204,2006512977,1.59E+11,2.00E+10,20000672846,101517,40730712,18425145,3094204325,16281,785,184,969,0.8025,2.48,1.6775,21.16,3656802.45,3580222.16,93.27
Jan-17,204,2016692342,1.61E+11,2.01E+10,20103672846,98677,40829389,19501997,3113706322,16268,709,182,891,3.0575,2.81,-0.2475,19.83,3678955.87,3588269.84,93.47
Feb-17,204,2025909296,1.63E+11,20197313108,20197313108,94926,40924315,18009449,3131715771,16220,644,179,823,2.2325,3.5975,1.365,18.04,3695004.54,3614584.04,94.16
Mar-17,204,2035748354,1.66E+11,2.03E+10,20299313108,101292,41025607,20240610,3151956381,16266,647,184,831,1.5525,4.17,2.6175,14.06,3700849.29,3626595.65,94.47
Apr-17,204,2045413867,1.68E+11,20397869023,20397869023,89717,41115324,20556051,3172512432,16268,705,186,891,4.365,4.4075,0.0425,12.87,3793581.97,3699060.3,96.36
May-17,205,2055453544,1.70E+11,2.05E+10,20498869023,87315,41202639,21128600,3193641032,16264,669,193,862,1.985,4.8425,2.8575,12.99,3805615.9,3729548.77,97.15
Jun-17,206,2065096151,1.72E+11,20595671745,20595671745,78270,41280909,20685419,3214326451,16291,712,200,912,5.935,5.815,-0.12,12.33,3855823.37,3763742.07,98.04
Jul-17,206,2074993278,1.74E+11,20694485459,20694485459,73118,41354027,21174435,3235500886,16316,682,204,886,3.8725,8.035,4.1625,11.83,3847443.68,3768309.71,98.16
Aug-17,207,2085103598,1.76E+11,20791712222,20791712222,70999,41425026,22898536,3258399422,16258,704,200,904,6.2725,5.8375,-0.435,13.14,3887585.07,3776452.97,98.38
Sep-17,209,2094744716,1.78E+11,20885157710,20885157710,77236,41502262,20681233,3279080655,16276,680,181,861,1.215,5.575,4.36,16,3880640.3,3799914,98.98
Oct-17,209,2104734385,1.80E+11,20981563591,20981563591,72122,41574384,23057210,3302137865,16256,667,181,848,2.025,4.9175,2.8925,18.55,3767160.07,3696739.07,96.3
Nov-17,209,2114622764,1.83E+11,21074332291,21074332291,88311,41662695,20809609,3322947474,16177,686,175,861,1.0775,2.785,1.7075,19.19,3681313.07,3610892.07,94.07
Dec-17,209,2124449221,1.85E+11,21171075142,21171075142,85223,41747918,21454629,3344402103,16241,793,186,979,3.0875,2.6875,-0.4,17.65,3658121.81,3587700.81,93.46
Jan-18,210,2133945392,1.87E+11,21264145640,21264145640,93198,41841116,20154157,3364556260,16170,682,181,863,0.5925,1.74,1.1475,15.84,3694867.03,3624446.03,94.41
Feb-18,210,2142870506,1.89E+11,21349428847,21349428847,86373,41927489,20162015,3384718275,16107,646,180,826,6.9125,1.905,-5.0075,14.13,3828812.07,3678376.43,95.82
Mar-18,210,2152677960,1.91E+11,21443299822,21443299822,99406,42026895,21496725,3406215000,16105,637,181,818,3.2925,3.765,0.4725,10.93,4123874.68,3835247.81,99.92
Apr-18,210,2161476766,1.94E+11,21533475865,21533475865,89716,42116611,20685295,3426900295,16126,695,177,872,1.425,3.835,2.41,9.35,3920908.53,3821605.7,99.56
May-18,211,2170125395,1.96E+11,21627578125,21627578125,95350,42211961,21619127,3448519422,16080,662,192,854,3.0475,5.495,2.4475,8.81,3881619.48,3803149.77,99.07
Jun-18,211,2178414150,1.98E+11,21718385552,21718385552,69578,42281539,21265718,3469785140,16019,723,208,931,1.135,6.865,5.73,11.03,3781238.77,3710817.77,96.67
Jul-18,212,2187006070,2.00E+11,21809565077,21809565077,77387,42358926,20631208,3490416348,15926,682,189,871,1.46,7.3525,5.8925,19.12,3627859.71,3557438.71,92.67
Aug-18,213,2195748619,2.03E+11,21900515084,21900515084,79687,42438613,19876432,3510292780,15916,716,189,905,4.085,7.1125,3.0275,22.98,3505897.07,3435476.07,89.5
Sep-18,213,2204327760,2.05E+11,21988199210,21988199210,76076,42514689,19915848,3530208628,15884,663,165,828,9.8625,3.245,-6.6175,24.5,3637249.17,3513732.8,91.53
Oct-18,213,2204819589,2.07E+11,22078473450,22078473450,79202,42593891,19386237,3549594865,15794,855,300,1155,10.8525,2.9825,-7.87,25.67,4307081.74,3807478.74,99.18
Nov-18,213,2213398730,2.09E+11,22164247631,22164247631,82269,42676160,17368351,3566963216,15334,756,232,988,2.3925,2.36,-0.0325,13.79,4462296.7,3833020.4,99.85
Dec-18,213,2221977871,2.12E+11,22251883308,22251883308,78270,42754430,17381382,3584344598,14860,541,289,830,4.9175,2.0875,-2.83,11.19,4100366.84,3832047.9,99.82